time,open,close,high,low,volume,turnover
2022-01-01 00:00:00,46216.4,46245.4,46271.5,46210.4,4.78615379,221340.067232915
2022-01-01 00:01:00,46245.4,46293.4,46326.9,46230.9,17.92390949,829202.768557055
2022-01-01 00:02:00,46302.3,46359.8,46370.5,46280.2,17.37501689,804766.591042384
2022-01-01 00:03:00,46359.7,46322.8,46382.9,46309.8,5.07069703,234955.45032109
2022-01-01 00:04:00,46322.7,46316.8,46329.2,46289.9,3.41393696,158130.63753377
2022-01-01 00:05:00,46316.9,46429.2,46433,46274.2,6.5213231,302502.22505184
2022-01-01 00:06:00,46429.1,46500,46500,46429.1,5.49102741,255161.584910986
2022-01-01 00:07:00,46500,46424.6,46527.9,46416.4,21.67693286,1007541.96763249
2022-01-01 00:08:00,46424.5,46391.7,46424.6,46383.8,4.44028105,206066.101815381
2022-01-01 00:09:00,46391.7,46377,46406.4,46350,4.14136271,192037.804847693
2022-01-01 00:10:00,46377,46388.1,46394.6,46347.9,5.5104768,255572.743603775
2022-01-01 00:11:00,46388,46315.5,46388.1,46297.1,7.96554298,369137.914726899
2022-01-01 00:12:00,46315.4,46285.8,46315.5,46272,3.12708532,144761.174064663
2022-01-01 00:13:00,46285.8,46329.4,46363,46285.7,6.50484802,301350.5900109
2022-01-01 00:14:00,46329.4,46331.5,46349.2,46319.7,2.48838447,115295.219301519
2022-01-01 00:15:00,46331.4,46330,46331.4,46299.9,6.76118683,313117.719293898
2022-01-01 00:16:00,46330.1,46329.5,46330.9,46312.3,4.23238375,196058.603324475
2022-01-01 00:17:00,46329.4,46280.5,46329.4,46276.6,6.01056797,278231.321172275
2022-01-01 00:18:00,46280.4,46279.4,46292.1,46260.7,6.93172556,320744.582354361
2022-01-01 00:19:00,46279.5,46283.1,46300.5,46241.6,9.48944243,438999.312277625
2022-01-01 00:20:00,46283,46321.1,46328.1,46283,3.42351272,158519.874319417
2022-01-01 00:21:00,46321.2,46372.2,46372.2,46279.9,10.1410836,469622.733554361
2022-01-01 00:22:00,46372.3,46393.4,46404,46367,3.98924061,185053.524057461
2022-01-01 00:23:00,46393.4,46365.9,46393.4,46355.5,2.99069754,138711.095296403
2022-01-01 00:24:00,46365.9,46392.6,46397.7,46365.8,1.88893502,87608.628403214
2022-01-01 00:25:00,46392.6,46378.6,46396.7,46376.3,2.34159118,108608.252209596
2022-01-01 00:26:00,46378.6,46379,46379,46378.5,0.72065877,33423.23825469
2022-01-01 00:27:00,46378.9,46350.8,46378.9,46340.4,3.20924481,148775.312147423
2022-01-01 00:28:00,46350.7,46358.1,46378.5,46350.7,2.14332807,99382.631657463
2022-01-01 00:29:00,46358.2,46375.1,46375.1,46351.1,1.10307633,51131.914279749
2022-01-01 00:30:00,46375.5,46364.8,46383.2,46357.8,1.61325021,74800.618950458
2022-01-01 00:31:00,46364.8,46377.1,46377.2,46364.7,0.56800006,26337.770310102
2022-01-01 00:32:00,46377.2,46382.6,46390.3,46375.9,3.07284062,142523.115626582
2022-01-01 00:33:00,46382.6,46379.2,46389.8,46378.1,2.34674371,108846.24096528
2022-01-01 00:34:00,46379.3,46441.3,46445.4,46379.2,3.58903716,166634.798573189
2022-01-01 00:35:00,46441.2,46466.7,46482.2,46441.2,3.58313116,166480.826301108
2022-01-01 00:36:00,46466.7,46499.1,46500,46465.1,2.77262162,128892.907135155
2022-01-01 00:37:00,46499.1,46508.6,46508.6,46469.8,2.26799569,105434.71892823
2022-01-01 00:38:00,46508.5,46499.4,46508.6,46499.3,1.02455228,47649.46279126
2022-01-01 00:39:00,46499.4,46540.7,46576.1,46494.5,12.82130122,596865.021027966
2022-01-01 00:40:00,46533.8,46569.9,46569.9,46510.5,8.24680914,383806.916492926
2022-01-01 00:41:00,46570.8,46631.4,46637,46561.5,10.39366223,484368.262568493
2022-01-01 00:42:00,46631.3,46639.4,46674.1,46623.5,12.30168483,573890.702410097
2022-01-01 00:43:00,46639.4,46660.5,46668,46638.4,6.07292521,283290.779752126
2022-01-01 00:44:00,46660.4,46616.1,46660.4,46616.1,3.0205791,140862.341173252
2022-01-01 00:45:00,46616.1,46621.4,46621.4,46574.5,4.85484895,226210.015414987
2022-01-01 00:46:00,46621.3,46637.3,46640.9,46617.8,3.78887399,176668.85748521
2022-01-01 00:47:00,46637.4,46667.9,46668,46629,4.32077664,201515.754916533
2022-01-01 00:48:00,46668,46717.9,46767.3,46655.7,15.46099442,722144.082021918
2022-01-01 00:49:00,46718,46695.2,46729.9,46687.7,11.03757771,515542.924812104
2022-01-01 00:50:00,46695.2,46689.8,46705.2,46681.3,4.40677187,205772.943249403
2022-01-01 00:51:00,46689.8,46677.1,46704.4,46677,5.66940066,264736.389096145
2022-01-01 00:52:00,46677.1,46647.5,46677.1,46623.5,2.15485063,100523.523431574
2022-01-01 00:53:00,46661,46632.9,46661.1,46629.8,10.66378797,497418.702368009
2022-01-01 00:54:00,46632.9,46653.8,46700.8,46632.8,7.49507082,349797.151450604
2022-01-01 00:55:00,46653.8,46671.2,46671.2,46653.6,2.28284856,106507.870516893
2022-01-01 00:56:00,46671.1,46671.6,46671.6,46656.5,4.41438366,205996.750405279
2022-01-01 00:57:00,46671.6,46680.8,46686.3,46663.6,4.83048393,225452.176893483
2022-01-01 00:58:00,46680.7,46656.1,46680.8,46656.1,1.40399976,65518.824895133
2022-01-01 00:59:00,46656.1,46649.2,46656.1,46632.9,2.78907304,130102.913643371
2022-01-01 01:00:00,46649.2,46640.5,46657.4,46640.4,2.2665183,105739.27383043
2022-01-01 01:01:00,46640.4,46594.8,46640.5,46594.8,1.69189725,78881.413413485
2022-01-01 01:02:00,46593.5,46615,46615,46580.8,2.78657023,129845.218452745
2022-01-01 01:03:00,46615.1,46576.3,46615.1,46576.3,2.17371382,101314.62717153
2022-01-01 01:04:00,46575.6,46579.4,46588.2,46575.6,1.88808585,87951.515583475
2022-01-01 01:05:00,46579.4,46583.9,46596.2,46575.3,6.27468341,292310.096830734
2022-01-01 01:06:00,46583.8,46619.1,46619.2,46583.8,0.87687828,40862.478142716
2022-01-01 01:07:00,46619.2,46626.7,46636,46608.6,3.15133591,146926.190210652
2022-01-01 01:08:00,46632.4,46654.6,46669.1,46632.4,4.39284151,204939.450391574
2022-01-01 01:09:00,46654.5,46669.5,46673.6,46654.5,2.0351014,94960.599402912
2022-01-01 01:10:00,46669.5,46721.1,46732.3,46669.5,4.20563867,196422.552147849
2022-01-01 01:11:00,46721.2,46718.5,46721.2,46690,3.10714905,145140.93828339
2022-01-01 01:12:00,46718.4,46721.6,46761.5,46718.4,3.20127138,149647.794528975
2022-01-01 01:13:00,46721.6,46740.8,46747.7,46721.6,2.32089401,108466.137368258
2022-01-01 01:14:00,46740.8,46764.9,46769.8,46733.5,2.85354244,133399.266311693
2022-01-01 01:15:00,46764.9,46771.5,46778,46748.3,3.67313751,171779.688853149
2022-01-01 01:16:00,46771.5,46831,46840,46771.5,6.33889804,296740.367738972
2022-01-01 01:17:00,46831.1,46869.7,46887,46831,6.24392064,292637.21299139
2022-01-01 01:18:00,46869.7,46869.5,46869.8,46823.9,5.27409455,247097.814287379
2022-01-01 01:19:00,46869.4,46878.6,46892.6,46855.4,9.63650151,451677.02176478
2022-01-01 01:20:00,46878.6,46892.8,46929,46878.5,12.1218127,568561.005008659
2022-01-01 01:21:00,46892.9,46865.6,46899.7,46865.3,3.36685671,157837.081175691
2022-01-01 01:22:00,46865.6,46826.7,46874.5,46815,3.59424113,168410.400883753
2022-01-01 01:23:00,46826.7,46857.5,46869.6,46826.7,3.8263054,179241.344697721
2022-01-01 01:24:00,46857.5,46841.4,46860.6,46765.7,7.71897777,361426.960497518
2022-01-01 01:25:00,46841.5,46808.8,46868.2,46808.1,11.63495108,545016.413125406
2022-01-01 01:26:00,46808.8,46806.3,46808.8,46779.9,2.89794919,135611.365227772
2022-01-01 01:27:00,46806.3,46793.1,46832.2,46793.1,3.74088634,175146.903437372
2022-01-01 01:28:00,46793.2,46784,46810.4,46783.6,2.38283029,111493.805061134
2022-01-01 01:29:00,46783.9,46810.1,46810.1,46783.9,0.40851581,19117.426347371
2022-01-01 01:30:00,46810,46822.2,46825.5,46797.8,5.16546309,241796.242612077
2022-01-01 01:31:00,46821.5,46800,46824.8,46799.9,1.95825065,91675.765637041
2022-01-01 01:32:00,46800,46847.5,46847.5,46800,7.3192456,342655.676205668
2022-01-01 01:33:00,46847.5,46851.7,46866,46840.9,4.4047299,206381.53240747
2022-01-01 01:34:00,46851.6,46836.9,46859.4,46821.6,2.34642183,109902.405058502
2022-01-01 01:35:00,46836.8,46848.9,46860.4,46836.8,1.58721975,74366.600846503
2022-01-01 01:36:00,46849,46870.4,46885.6,46849,7.92777569,371606.722625744
2022-01-01 01:37:00,46870.3,46835.1,46870.4,46835,2.658178,124535.963182896
2022-01-01 01:38:00,46835,46784.5,46848.6,46784.5,3.23723167,151578.127582023
2022-01-01 01:39:00,46784.6,46802.6,46809.2,46755.4,5.28203727,247075.942340299
2022-01-01 01:40:00,46804,46774.3,46804,46751.8,4.08924987,191251.130916798
2022-01-01 01:41:00,46774.6,46743.4,46779.6,46743.2,4.50299429,210582.841794864
2022-01-01 01:42:00,46743.4,46759.5,46771.3,46743.4,4.58231016,214244.727135348
2022-01-01 01:43:00,46759.5,46763.8,46770.9,46753.2,1.60961471,75268.096903322
2022-01-01 01:44:00,46763.7,46765.2,46779.4,46763.7,0.93676984,43813.453566525
2022-01-01 01:45:00,46765.3,46765.2,46765.3,46765.2,0.72772419,34032.227161903
2022-01-01 01:46:00,46765.2,46736.3,46765.3,46725.8,0.87778131,41036.15285189
2022-01-01 01:47:00,46736.4,46743.2,46743.3,46724,0.90929673,42490.573602118
2022-01-01 01:48:00,46743.2,46773.4,46783.3,46732.7,2.48492525,116171.801029933
2022-01-01 01:49:00,46773.5,46770.5,46783.2,46750,2.33982934,109423.972019955
2022-01-01 01:50:00,46770.6,46778.2,46780.8,46770.6,1.88269366,88062.283833845
2022-01-01 01:51:00,46778.2,46850.9,46850.9,46778.2,3.7599645,176038.767568556
2022-01-01 01:52:00,46850.8,46804.6,46864.4,46787.8,6.96984124,326451.75185002
2022-01-01 01:53:00,46804.6,46786.8,46817.1,46778.2,1.76037387,82389.487067562
2022-01-01 01:54:00,46786.9,46818.4,46824.7,46786.8,1.50581541,70471.934912591
2022-01-01 01:55:00,46818.3,46786.9,46829.6,46786.9,0.41862749,19598.617024469
2022-01-01 01:56:00,46786.9,46801.7,46801.8,46786.9,0.73528315,34402.735787504
2022-01-01 01:57:00,46801.8,46760.6,46801.8,46760.6,3.19556411,149509.367390831
2022-01-01 01:58:00,46763.7,46791.4,46798.4,46757.9,2.52134125,117945.338170226
2022-01-01 01:59:00,46791.4,46780.1,46800,46780,0.99158452,46401.534568215
2022-01-01 02:00:00,46780,46811.5,46814.6,46780,2.30619888,107928.571805945
2022-01-01 02:01:00,46811.5,46798.7,46811.5,46775.8,1.10698144,51802.49223421
2022-01-01 02:02:00,46798.7,46807.9,46812,46798.7,2.26865634,106190.815361508
2022-01-01 02:03:00,46808,46815.7,46827.7,46807.3,2.40116411,112408.630776803
2022-01-01 02:04:00,46815.7,46828.8,46828.9,46809,2.87504817,134595.707914417
2022-01-01 02:05:00,46828.8,46818.9,46828.9,46814.3,1.51348259,70865.492065255
2022-01-01 02:06:00,46818.9,46835.5,46835.6,46793.6,1.63165199,76378.762288481
2022-01-01 02:07:00,46835.5,46839.9,46862.5,46832.6,2.99372479,140253.178424038
2022-01-01 02:08:00,46846.2,46841.1,46847.6,46834.1,1.6788491,78647.440437986
2022-01-01 02:09:00,46841.1,46816,46858.1,46799.8,14.55222357,681373.29242385
2022-01-01 02:10:00,46815.3,46822.1,46822.2,46787.8,1.1922944,55796.409415558
2022-01-01 02:11:00,46822.2,46826.2,46837.9,46816.4,3.48827759,163362.636530527
2022-01-01 02:12:00,46826.2,46855.5,46855.6,46826.2,6.77335733,317282.686154167
2022-01-01 02:13:00,46852.1,46854.3,46854.3,46842.2,0.72756788,34083.743056378
2022-01-01 02:14:00,46856.2,46842.5,46856.2,46832.1,1.26278269,59153.776115805
2022-01-01 02:15:00,46845.2,46898.1,46919,46845.2,5.98579405,280619.83550942
2022-01-01 02:16:00,46902.6,46910.3,46910.4,46901.1,0.5185009,24319.429168006
2022-01-01 02:17:00,46910.3,46908.2,46910.4,46901.3,1.28122512,60097.19761586
2022-01-01 02:18:00,46908.2,46901.2,46908.2,46901.2,0.1840777,8634.199394405
2022-01-01 02:19:00,46901.3,46922.1,46927.7,46901.2,3.63142451,170381.315657815
2022-01-01 02:20:00,46920.2,46914,46920.3,46901.3,2.95797672,138774.325084602
2022-01-01 02:21:00,46914,46902.5,46914,46883.3,2.32895636,109218.238779972
2022-01-01 02:22:00,46902.5,46852,46908.5,46849.6,3.45655466,162005.589693565
2022-01-01 02:23:00,46852.1,46859.1,46874.2,46852,3.10321745,145439.243338385
2022-01-01 02:24:00,46859,46839.2,46872.1,46839.1,3.03834719,142382.924860294
2022-01-01 02:25:00,46839.2,46841.3,46852.3,46823,1.31492663,61586.051327586
2022-01-01 02:26:00,46841.4,46837.2,46844.8,46836.6,2.18820576,102496.128988949
2022-01-01 02:27:00,46837.2,46848.4,46848.5,46826.8,1.64639021,77113.673972463
2022-01-01 02:28:00,46848.5,46865.3,46865.3,46848.4,0.41432949,19414.119399372
2022-01-01 02:29:00,46865.3,46823.9,46865.3,46823.8,1.28088054,60014.108486439
2022-01-01 02:30:00,46823.8,46818.7,46823.9,46818.7,0.12062208,5647.644878414
2022-01-01 02:31:00,46818.4,46806.4,46818.5,46803.9,1.61063334,75398.04524564
2022-01-01 02:32:00,46806.4,46784.5,46806.4,46784.5,1.94988599,91253.862991434
2022-01-01 02:33:00,46784.5,46798.2,46805.2,46784.5,1.21102339,56673.332112817
2022-01-01 02:34:00,46789.9,46790.5,46795.5,46783.2,0.57948225,27112.190360366
2022-01-01 02:35:00,46790.5,46797.1,46846,46785.4,10.89405927,509960.480697074
2022-01-01 02:36:00,46797,46755.5,46797.1,46736.4,4.95374637,231647.280435547
2022-01-01 02:37:00,46755.4,46739.4,46755.5,46727.2,2.93890352,137376.176112687
2022-01-01 02:38:00,46739.4,46730.9,46739.5,46724.7,6.18942622,289249.600150696
2022-01-01 02:39:00,46730.8,46757.8,46763.6,46729.5,4.40731149,206030.45846391
2022-01-01 02:40:00,46757.8,46766.9,46771.3,46757.3,1.76318524,82455.233432226
2022-01-01 02:41:00,46766.9,46781.9,46782,46763.6,1.31624558,61566.16776687
2022-01-01 02:42:00,46781.9,46787.5,46787.6,46770,1.96116825,91734.862416785
2022-01-01 02:43:00,46787.6,46798.6,46798.6,46787.6,0.33604677,15726.176498672
2022-01-01 02:44:00,46798.5,46771.4,46798.6,46767.6,1.96890779,92103.043007092
2022-01-01 02:45:00,46771.4,46793.9,46794.3,46771.4,2.36300796,110544.533482617
2022-01-01 02:46:00,46793.9,46802.7,46802.7,46793.9,0.4805575,22489.714440351
2022-01-01 02:47:00,46804.4,46829.3,46832.5,46804.4,0.78613451,36810.436484249
2022-01-01 02:48:00,46824.8,46805,46824.8,46804.9,1.08149597,50628.213007548
2022-01-01 02:49:00,46804.9,46800.1,46805,46800,2.3059981,107927.069094277
2022-01-01 02:50:00,46800,46784.8,46800.1,46775,2.30786157,107978.154659518
2022-01-01 02:51:00,46788.5,46815.2,46824.5,46788.5,2.07272517,97027.619289395
2022-01-01 02:52:00,46815.2,46813.8,46825,46813.6,0.99445839,46560.757497412
2022-01-01 02:53:00,46813.8,46822.5,46822.5,46813.7,0.50293034,23544.380616592
2022-01-01 02:54:00,46822.5,46821.3,46830.9,46821.3,0.67740964,31722.100063151
2022-01-01 02:55:00,46821.3,46844.7,46848.8,46821.3,6.33263333,296614.483253529
2022-01-01 02:56:00,46844.7,46852.5,46852.6,46831.5,0.73025606,34201.570029051
2022-01-01 02:57:00,46852.6,46768.8,46854,46768.8,3.10751588,145475.018659875
2022-01-01 02:58:00,46768.8,46789.7,46789.7,46767.6,2.10199289,98314.390089719
2022-01-01 02:59:00,46789.6,46802.7,46819.2,46789.6,2.46738807,115495.775161749
2022-01-01 03:00:00,46802.7,46804.5,46811.3,46799.8,1.46840375,68727.312595699
2022-01-01 03:01:00,46804.4,46800.3,46817.8,46800.3,1.5849335,74193.901560458
2022-01-01 03:02:00,46800.3,46780.7,46811.7,46780.6,1.4460907,67685.6888474
2022-01-01 03:03:00,46780.7,46762.2,46780.7,46757.9,3.12235628,146017.773167194
2022-01-01 03:04:00,46762.2,46783.6,46790.9,46761.7,2.10133532,98297.439240063
2022-01-01 03:05:00,46783.5,46776.2,46785.8,46775,3.01182947,140898.003640925
2022-01-01 03:06:00,46776.3,46798.7,46798.7,46776.2,2.56414869,119959.83540397
2022-01-01 03:07:00,46798.7,46809.4,46817.4,46798.6,1.45412511,68069.789808333
2022-01-01 03:08:00,46814.8,46798.5,46814.8,46798.4,0.74042753,34660.864816677
2022-01-01 03:09:00,46798.5,46829.7,46938.5,46785.7,32.36915162,1516761.23578194
2022-01-01 03:10:00,46829.7,46844.3,46849.7,46829.7,3.4767169,162846.053855764
2022-01-01 03:11:00,46844.5,46815.8,46844.5,46815.7,0.19109316,8949.139009859
2022-01-01 03:12:00,46815.8,46829.2,46829.3,46810.5,0.67679608,31685.363302802
2022-01-01 03:13:00,46829.2,46810.8,46834.4,46810.7,0.76678052,35908.333940276
2022-01-01 03:14:00,46810.7,46822.8,46833.9,46809.5,1.51899622,71119.656048988
2022-01-01 03:15:00,46822.7,46840.8,46846.2,46804.7,1.96573701,92041.724477211
2022-01-01 03:16:00,46840.8,46883.5,46883.6,46840.8,2.27440087,106576.303297899
2022-01-01 03:17:00,46883.5,46889.1,46895.9,46883.5,2.88215577,135140.029887325
